SKILLNAME	DESCRIPTION	SHIPNAMES	INJURERATIO	DMGRATIO	BUFFTOCANDAM	BUFFTOTORPDAM	BUFFTOAIRDAM	BUFFTOFIREPOWER	BUFFTOTORPEDO	BUFFTOAVIATION	BUFFTOANTIAIR	DMGTOHMS	DMGTOUSS	DMGTOIJN	DMGTOKMS	DMGTOROC	DMGTOFFNF	DMGTOMNF	DMGTOSIREN	DMGTODD	DMGTOCL	DMGTOCA	DMGTOLC	DMGTOBC	DMGTOBB	DMGTOAB	DMGTOCVL	DMGTOCV	DMGTOSUB	HEBUFF	APBUFF	INITENHANCE	MANUALENHANCE	INJBYCAN	INJBYTORP	INJBYAIR	DMGBYCAN	DMGBYTORP	DMGBYAIR	COMBO	CRITCAN	CRITTORP	CRITAIR	SALVOBONUS
Mutual Assistance	Increase Firepower, Reload and Accuracy by 4.5% (12%) for all North Union and Eastern Radiance ships in Escort fleet.	Chang Chun	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nasty Asty	When sortied with New Orleans-class ships, increase Accuracy and Anti-Air by 5% (20%) and Firepower by 4% (10%) for all New Orleans-class cruisers (Astoria, Minneapolis, Quincy and Vincennes).	Astoria	0	0	0	0	0	0.1	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Observer of the Sky and Ocean	10 seconds after battle starts, launches a remote controlled F6F fighter; if the fighter is shot down, launch an aerial barrage (damage increases with level); every 8 seconds after launching the fighter, increase own Accuracy by 1% (3%) and damage dealt by 2.5% (7%), can be stacked 5 times.	Shangri-La	0	0.35	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
One For All	If sortied as non-flagship: increases Reload for other CV/CVLs by 5% (15%), and increases Anti-Air for flagship by 20 (50).	Bataan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oni Goddess Nakiri	Every 20 seconds, Ayame would attempt to enhance herself with her spirits, which has 40% (70%) chance to increase damage dealt by her by 3.5% (8%); effect can stack up to 3 times.	Nakiri Ayame	0	0.24	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Open Ocean Support	Increases own Oxygen stat by 2 (20). If included in the submarine fleet: this fleet can provide battle support outside of hunting range once per Sortie.	U-522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Overtune	Once per battle, reduces Reload time of own first airstrike by 20% (40%). Also, increases own Aviation stat by 1% (10%) per Muse ship in the fleet (effect can stack up to 4 times).	Akagi (Muse)	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Power Break	If in same fleet with Vert/Green Heart, increase own damage dealt by 10% (25%) and damage received by 10% (15%). Otherwise, decrease damage received by 10% (25%) and damage dealt by 10% (15%).	Blanc	0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prestige	10 seconds after start of battle and 20% chance every 20 seconds after: For 8 seconds, receives 20% (50%) of damage other backline ships take, and increases damage dealt to a random enemy by 8% (20%).	Hiei	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protagonist Aura	If a Neptunia ship is present in the fleet, increase own damage by 3% (10%) and decrease damage received by 6%. Also increases own damage by 1% (2%), and decreases damage received by 1% for each Neptunia ship, excluding herself.	HDN Neptune	0	0.2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prototype Bulin MKII        	Can be used as material to Limit Break any ship of Super Rare (SSR) quality.	Trial Bullin MKII	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prototype Cruiser	After combat, increases experience gained by all Cruisers by 5% (15%).	Yuubari	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prototype Destroyer	Increases experience gained by Destroyers by 6% (18%).	Amazon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Queen's Orders	During combat, increases Firepower, Torpedo stat, Air Power, Anti-Air, Reload, and Evasion of HMS (Royal Navy) ships by 5% (15%).	Queen Elizabeth	0	0	0	0	0	0.15	0.15	0.15	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Radar Scan	Every 20 seconds, 30% (60%) chance to increase damage taken by all enemies on the screen by 20% (40%) for 10 seconds.	Helena	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Radar Scan Plus	Every 20s: 30% (60%) chance to apply a debuff to all onscreen enemies, increasing the DMG they take by 20% (40%) for 10s. When this ship has an SG Radar equipped: increases this ship's EVA by 5% (10%), and this skill attempts to activate 16s after the beginning of combat (instead of 20s).	Helena (Retrofit)	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reborn Combined Fleet Flagship	Upon taking damage, 4.5% (12%) chance to reduce damage taken by 50%. When sortied as Flagship: increases Firepower and Reload of all allied Sakura Empire (IJN) ships by 5% (20%).	Mikasa	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Recon Support	When entering the battle, increase Escort Fleet's Accuracy by 5% (20%) for 20 seconds.	Surcouf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Red Protection	During own air strike, lowest percent HP vanguard ship will evade all damage for 2 (5) seconds.	Akagi-chan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rain and Snow	If sortied with Yukikaze: increases own Torpedo stat by 5% (15%); every 20 seconds, 70% chance to launch a barrage. If not sortied with Yukikaze, while being alive in fleet: decreases damage taken by other ships in the same fleet by 1% (5%); once per battle, when Health of any allied ship drops below 20%: heals said ship for 4% (10%) of their max Health.	Shigure (Retrofit)	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reload Command - Cruiser	Increases Reload of cruisers in the fleet by 5% (15%). Does not stack with other command skills that have similar effect.	Konigsberg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reload Command - Destroyer	Increase Reload of Destroyers in the fleet by 5% (15%). Does not stack with other command skills that have similar effect.	Foxhound	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reload Command - Light Carrier	Increases Reload for all CVLs in the fleet by 5% (15%). Does not stack with other command skills that have similar effect.	Langley (Retrofit)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reload Command - Vanguard	Increase reload of the Escort Fleet by 5% (15%). Does not stack with other command skills that have similar effect.	Akashi, Unicorn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reload Order	Every 20 seconds, 25% chance to increase fleet's Reload by 5% (25%) for 8 seconds. Does not stack with the same skill.	Arethusa, Pensacola, Southampton, Newcastle, Niizuki	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Remodel Girl	Can be used as material to Limit Break any ship of Elite (SR) quality and below.	Universal Bullin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reno Reactor	At the start of the battle: increases this ship's AA by 5.0% (15.0%) and FP by 4.5% (12.0%). Every third time a ship in your Main Fleet takes DMG: increases this ship's AA and FP by 1.5% (6.0%) (can be stacked up to 2 times) until the end of the battle.	Reno	0	0	0	0	0	0.24	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Revolyusiya	Increases damage dealt by all Escort ships by 15% (35%).	Avrora	0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhapsody of Darkness	When own HP is between:100% and 70% of max HP: increases own Firepower by 10% (20%). 70% and 30% of max HP: increases own Firepower by 4% (10%) and decreases damage taken by self by 4% (10%). 30% and 1% of max HP: decreases damage taken by self by 10% (20%).	Friedrich der Grosse	0	0.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roaring Glory	While alive in fleet, increases Firepower, Accuracy by 5% (15%) and Evasion by 5% (20%) for all Kongou-class ships.	Kongou	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sardegnian Discipline	After battle starts, deploys 2 shields that can each block up to 1 (2) enemy torpedoes around this ship and the ship in the front most position in the Escort Fleet. Additionally, increases own Firepower by 4% (20%) for her first 3 battles of each sortie.	Littorio	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Second Carrier Division	When paired with Souryuu in the same fleet, increase own Air Power by 15% (35%).	Souryuu, Hiryuu	0	0	0	0	0	0	0	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shrine Maiden of Chains (Saraana)	When paired with Uruuru, increase own Air Power by 15% (35%), and Reload and Accuracy by 10% (20%).	Saraana	0	0	0	0	0	0	0	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shrine Maiden of Chains (Uruuru)	When paired with Saraana, increase own Air Power by 15% (35%), and Reload and Accuracy by 10% (20%).	Uruuru	0	0	0	0	0	0	0	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sister's Temperament	In combat, increases Firepower and Evasion of Fletcher-class Destroyers (Fletcher, Radford, Jenkins, Nicholas, Foote, Spence, Thatcher, Kimberly, Mullany, Bush, Aulick, Charles Ausburne and Hazelwood) by 10% (30%).	Fletcher	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sisterly Bond	If sortied with Ning Hai, increases own Firepower by 15% (35%).	Ping Hai, Ning Hai	0	0	0	0	0	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skyslayer's Edge	Increases the DMG this ship deals to enemy CVs and CVLs by 5.0% (20.0%). While this ship is afloat: increases the TRP of your Vanguard by 5.0% (20.0%). Also increases Vanguard's Crit Rate by 12.0% when fully upgraded.	Noshiro	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sonnez La Charge!	All Vauquelin-class ships gain 5% (15%) more TP/EV; self FP/AA/ACC is increased by 4.5% (12%) for first 30s of battle.	Vauquelin	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Special Lead Ship	In battle, increases Firepower by 15% (30%), Evasion by 15% (30%) and Torpedo by 4% (10%) for all Special Type (Tokugata) Destroyers (Fubuki, Ayanami, Akatsuki, Ikazuchi, and Inazuma) in same fleet.	Fubuki	0	0	0	0	0	0.3	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Splendid 2nd Torpedo Squadron	While alive in fleet, increases Reload and Torpedo stat for all Light Cruisers and Destroyers in the same fleet by 5% (20%).	Jintsuu	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stalwart Advance	While this ship is alive, increases Sakura Empire Main fleet ship's AA by 15%. At start of battle, if fleet has 3 or more Sakura Empire ships, increase own FP stat by 10% and TRP stat of Vanguard fleet ships by 10%.	Kii	0	0	0	0	0	0.1	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Starlit Debut	1 second after battle starts, increases own Firepower, Torpedo stat, and ASW stat by 1% (10%), and reduces aviation damage taken by the fleet by 1.5% (6%) for 30 seconds.	Li'l Sandy	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Substitute Mechanism: Holy Thurible	When this ship uses a Main Gun that fires HE ammo: increases its FP by 1% (5.0%), AA by 5% (15.0%), and increases its HE DMG modifier against enemies with Heavy armor by 5% (15.0%); when using one that fires AP: increase this ship's FP by 1% (5.0%), RLD by 5% (15.0%), and increase its Main Gun Crit Rate by 5% (20.0%). While this ship is above 75.0% HP: absorbs 50.0% of the DMG your Flagship takes (does nothing if this ship is the Flagship); when this ship's HP falls below 75.0% increase this ship's EVA and Accuracy by 5% (15.0%).	Champagne	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Support Carrier	After launching an airstrike, heal the Escort Fleet for 3.5% (8%) of their max HP.	Unicorn, Shouhou	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Supporting Role	At the start of the battle, if this ship is NOT in the frontmost position of the Vanguard: increases this ship's FP, TRP, AA, and RLD by 10.0% (20.0%). Furthermore, if there are other Royal Navy ships in the same fleet: also increases this ship's DMG dealt by 3.5% (8.0%).	Hermione	0	0.08	1	1	0	0.2	0.2	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Supporting Wings	The following buffs are active as long as this ship is afloat: At the start of the battle, increases AVI by 4.5% (12.0%) and RLD by 5.0% (10.0%) for all CVs and CVLs in the same fleet this ship is in, and decreases the load time of this ship's first Airstrike by 10.0% (25.0%). At the start of the battle, increases RLD and AVI by 3.5% (8.0%) for all CVs and CVLs in the fleet this ship is NOT in. Effect does not stack with the same skill.	Casablanca	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swirling Cherry Blossoms	The first 3 Airstrikes launched by this ship will heal 3 times over 3 seconds, each heal targeting the allied surface ship with lowest percentage of remaining HP. Each heal restores HP equal to 1.2% (3.0%) of Ryuuhou's maximum HP. If the fleet this ship is in enters battle with 3 ships afloat in the Main Fleet, the healing from this skill is increased by 100.0%.	Ryuuhou	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sword or Shield	When sortieing as Lead Ship, own main gun efficiency is increased by 5% (20%) and Anti-Air gun efficiency is decreased by 30%.	Le Triomphant	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T-Cross Formation	When firing main gun: 30% (60%) chance to increase damage dealt by all Battleships/Battlecruisers by 5% (20%) for 8 seconds.	Mikasa	0	0.2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tactical Command - Cruiser	Increases Firepower, Torpedo stat, and Reload of all Cruisers by 1% (10%). Does not stack with other command skills that have similar effect.	Leipzig	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tactical Command - Destroyer	Increases Firepower, Torpedo stat, and Reload of Destroyers in the fleet by 1% (10%). Does not stack with other command skills that have similar effect.	Fletcher	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tarot Card Divination	When battle starts: makes a divination that will apply a random buff to self. Possible buffs (25% chance each): AA INCREASED!: Increases Anti-Air by 4.5% (12.0%). RLD INCREASED!: Increases Reload by 4.5% (12.0%). ATK INCREASED!: Increases Aviation by 4.5% (12.0%). BOOST!: Reduces cooldown of first airstrike by 10% (20%).	Ookami Mio	0	0	0	0	0	0	0	0.12	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Task Group	Increase own Airpower by 5% (15%). If sortied as flagship, increase allied Eagle Union (USS) Battleships' Firepower by 5% (15%); If sortied as non-flagship, increase allied Eagle Union (USS) Destroyers' Firepower and Anti-Air by 5% (15%).	Bunker Hill	0	0	0	0	0	0.15	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The 4th Combined Fleet Flagship	When sortied as Flagship: increases Firepower by 4% (10%), and Reload and Accuracy by 5% (20%) for allied Sakura Empire ships. Additionally, increases damage dealt by Sakura Empire Aircraft Carriers (does not include Aviation Battleships) by 5% (20%).	Nagato	0	0.2	0	0	1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The 8th Destroyer Division	In combat, increases Firepower and Reload by 5% (15%), and Torpedo stat by 4% (8%) for all Destroyers from Destroyer Division 8 (Asashio, Ooshio, Michishio and Arashio).	Asashio	0	0	0	0	0	0.15	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Glory of the Never - Setting Sun	Increase own damage dealt to Sakura Empire, Ironblood, Sardinia and Siren factions by 4% (10%). When the fleet has 3 or more other ships from the Royal Navy, increase firepower, reload, evasion and anti-air by 4% (20%).	King George V	0	0	0	0	0	0.2	0	0	0.2	0	0	0.1	0.1	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Iris's Flagbearer	When sortied as flagship: Increase all Iris Libre and Vichya Dominion ships' Firepower, Torpedo, Accuracy, and Reload stats by 5% (15%). All Iris Libre ships deal 1.5% (6%) more damage. All Vichya Dominion ships receive 1.5% (6%) less damage.	Richelieu	0	0	0	0	0	0.15	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Light of Dawn	While alive in fleet, decreases the Evasion Rate of all enemy Destroyers and Light Cruisers by 10% (20%).	Aurora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Royal Legend	Reduces the Dispersion of equipped main gun by 0.5 (5). Increases own Firepower by 3% (15%) and hit rate against Destroyers by 3% (15%).	Warspite (Retrofit)	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Third Day of Flirting	During battle, if the number of Hololive ships in the fleet is odd: increases own damage dealt with Main Gun by 4.5% (12%); otherwise decreases damage taken from bullets by self by 1% (5%). Every 20 seconds after battle starts, reduces damage taken by a random allied ship by 1% (5%) for 10 seconds.	Natsuiro Matsuri	0	0.12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Unyielding Jintsuu	Decreases damage taken to self by 20%. While alive in fleet, increases Torpedo critical hit chance for all Light Cruisers and Destroyers in the same fleet by 4% (10%). Starting from level 6 of the skill, also increases Torpedo critical hit damage by 5% (30%).	Jintsuu (Retrofit)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0
The Wave of a Pleasant Dream	When launching an airstrike: fires a wave of light that reduces damage dealt by enemy ships by 1% (5%) for 8 seconds.	Murasaki Shion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Wonder of Kula Gulf	Decreases this ship's torpedo DMG taken by 5% (15%). At the start of the battle, if there are 3 ships afloat in your Vanguard and there is an Eagle Union ship in the backmost position (other than this ship): increases that ship's EVA by 4.5% (12%).	Helena (Retrofit)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Torpedo Command: Destroyers	Increase Torpedo stat of Destroyers in the fleet by 5% (15%). Does not stack with other command skills that have similar effect.	Abukuma, Gridley, Mutsuki (Retrofit), Comet	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Torpedo Command: Vanguards	Increases Torpedo stat of all ships in the escort fleet by 5% (15%). Does not stack with other command skills that have similar effect.	Shiratsuyu, Kagerou	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Torpedo Squadron	While alive in fleet, increases Reload and Torpedo for all Light Cruisers and Destroyers in the same fleet by 3% (15%).	Sendai, Naka	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trajectory Marking	At the start of the battle, increases Main Gun Efficiency by 4.0% (10.0%) and Accuracy by 5.0% (15.0%) for all your Northern Parliament DDs that have a Northern Parliament Main Gun equipped.	Tashkent	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trepidation of Destruction	Once per battle, increases damage dealt with the first Main Gun salvo by 20% (50%). Enemies hit by own Main Gun salvoes take 3% (12%) more damage for 8 seconds.	Duke of York	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
Tricolor Order	Main gun damage is not affected by armor type (armor modifier is always 100%). Additionally, increase main gun damage by 5% (15%).	Black Heart	0	0.15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Two-Faced Fox	During battle, increases own Firepower stat by 5% (15%). After defeating 3 enemy nodes in a sortie, increases own Torpedo stat by 4.5% (12%).	Shirakami Fubuki	0	0	0	0	0	0.15	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
United As One	During sortie with 6 ships in the fleet, increase own Firepower, Reload by 10% (25%), and Evasion by 4% (10%).	Tai Yuan	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Waters of Styx	Increase hangar size to 3. All ships in this fleet recover 1.0% of their max HP every 40 (20) seconds. When the fleet this ship is NOT in engages in battle, 20 seconds after that battle starts, heal all vanguard ships in that fleet by 1.0% (3.0%) of their max HP.	Perseus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Will of the Iron Blood	Increase critical chance of cannons, torpedoes and aircraft by 4% (20%), reload by 4.5% (12%) for Ironblood ships. Increase damage dealt by Tirpitz by 20% (40%)	Bismarck	0	1	0.4	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Youthful Light	Every 20 seconds, 30% (60%) chance to reduce Firepower, Torpedo stat, and Aviation of enemy ships by 4.5% (12%) for 10 seconds.	Lena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yukikaze of Kure	While alive in fleet, reduce damage received by the backline by 3.5% (8%). Once per battle, when any ship in the backline drops below 20% health, heal said ship for 4% (10%) of their max HP.	Yukikaze	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Z Vanguard	During combat, increases Firepower and Evasion of Z-Class ships by 20% (40%).	Z1	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
